Lewandowski      34.0     Poland          Forward     9.0
Neymar           30.0     Brazil          Forward     10.0
Son              30.0     South_Korea     Forward     7.0
Messi            35.0     Argentina       Forward     10.0
Mbappe           23.0     France          Forward     10.0
Ronaldo          37.0     Portugal        Forward     7.0
Modric           37.0     Croatia         Midfielder  10.0

